compound,start_value,end_value,delta,normalize_delta
C11816,100,17,-83,0.83
C11817,100,78,-22,0.22
C11818,100,87,-13,0.13
C11819,100,100,0,0.0
C11820,100,100,0,0.0
C11821,100,32,-68,0.68
C11822,100,65,-35,0.35
C11823,100,137,37,0.37
C11825,100,77,-23,0.23
C11827,100,155,55,0.55
C11829,100,99,-1,0.01
C11830,100,99,-1,0.01
C11831,100,80,-20,0.2
C11832,100,41,-59,0.59
C11833,100,100,0,0.0
C11834,100,100,0,0.0
C11837,100,100,0,0.0
C11838,100,148,48,0.48
C11839,100,100,0,0.0
C11840,100,100,0,0.0
C11842,100,100,0,0.0
C11844,100,100,0,0.0
C11845,100,100,0,0.0
C11846,100,100,0,0.0
C11847,100,100,0,0.0
C11848,100,100,0,0.0
C11849,100,100,0,0.0
C11850,100,85,-15,0.15
C11851,100,100,0,0.0
C11853,100,100,0,0.0
C11854,100,148,48,0.48
C11855,100,145,45,0.45
C11856,100,152,52,0.52
C11857,100,0,-100,1.0
C11858,100,148,48,0.48
C11859,100,137,37,0.37
C11860,100,8,-92,0.92
C11861,100,7,-93,0.93
C11862,100,90,-10,0.1
C11863,100,36,-64,0.64
C11864,100,55,-45,0.45
C11865,100,53,-47,0.47
C11866,100,97,-3,0.03
C11867,100,140,40,0.4
C11868,100,66,-34,0.34
C11869,100,134,34,0.34
C11870,100,140,40,0.4
C11871,100,51,-49,0.49
C11872,100,99,-1,0.01
C11873,100,102,2,0.02
C11874,100,100,0,0.0
C11875,100,99,-1,0.01
C11876,100,101,1,0.01
C11877,100,115,15,0.15
C11878,100,107,7,0.07
C11879,100,40,-60,0.6
C11880,100,54,-46,0.46
C11881,100,62,-38,0.38
C11882,100,99,-1,0.01
C11883,100,126,26,0.26
C11884,100,113,13,0.13
C11885,100,96,-4,0.04
C11886,100,89,-11,0.11
C11887,100,132,32,0.32
C11888,100,151,51,0.51
C11889,100,148,48,0.48
C11890,100,52,-48,0.48
C11891,100,71,-29,0.29
C11892,100,123,23,0.23
C11893,100,105,5,0.05
C11894,100,106,6,0.06
C11895,100,86,-14,0.14
C11896,100,113,13,0.13
C11897,100,59,-41,0.41
C11898,100,101,1,0.01
C11899,100,153,53,0.53
C11900,100,15,-85,0.85
C11901,100,0,-100,1.0
C11902,100,0,-100,1.0
C11903,100,67,-33,0.33
C11904,100,133,33,0.33
C11905,100,99,-1,0.01
C11906,100,100,0,0.0
C11907,100,0,-100,1.0
C11908,100,94,-6,0.06
C11909,100,42,-58,0.58
C11910,100,157,57,0.57
C11911,100,0,-100,1.0
C11912,100,0,-100,1.0
C11913,100,100,0,0.0
C11915,100,92,-8,0.08
C11916,100,54,-46,0.46
C11917,100,100,0,0.0
C11918,100,129,29,0.29
C11919,100,105,5,0.05
C11920,100,108,8,0.08
C11921,100,0,-100,1.0
C11922,100,0,-100,1.0
C11923,100,0,-100,1.0
C11924,100,96,-4,0.04
C11925,100,140,40,0.4
C11926,100,163,63,0.63
C11927,100,173,73,0.73
C11928,100,25,-75,0.75
C11929,100,89,-11,0.11
C11930,100,88,-12,0.12
C11931,100,62,-38,0.38
C11932,100,100,0,0.0
C11933,100,50,-50,0.5
C11934,100,115,15,0.15
C11935,100,83,-17,0.17
C11936,100,119,19,0.19
C11937,100,105,5,0.05
C11940,100,107,7,0.07
C11941,100,44,-56,0.56
C11942,100,96,-4,0.04
C11943,100,98,-2,0.02
C11944,100,103,3,0.03
C11945,100,85,-15,0.15
C11946,100,88,-12,0.12
C11947,100,124,24,0.24
C11948,100,73,-27,0.27
C11949,100,129,29,0.29
C11951,100,117,17,0.17
C11952,100,138,38,0.38
C11954,100,46,-54,0.54
C11955,100,145,45,0.45
C11956,100,90,-10,0.1
C11957,100,102,2,0.02
C11958,100,102,2,0.02
C11959,100,107,7,0.07
C11960,100,108,8,0.08
C11961,100,100,0,0.0
C11963,100,136,36,0.36
C11964,100,91,-9,0.09
C11965,100,102,2,0.02
C11966,100,101,1,0.01
C11967,100,109,9,0.09
C11968,100,108,8,0.08
C11969,100,100,0,0.0
C11971,100,130,30,0.3
C11972,100,92,-8,0.08
C11973,100,102,2,0.02
C11974,100,100,0,0.0
C11975,100,109,9,0.09
C11976,100,109,9,0.09
C11978,100,47,-53,0.53
C11979,100,144,44,0.44
C11980,100,96,-4,0.04
C11981,100,95,-5,0.05
C11982,100,97,-3,0.03
C11983,100,113,13,0.13
C11984,100,108,8,0.08
C11985,100,14,-86,0.86
C11987,100,143,43,0.43
C11989,100,101,1,0.01
C11991,100,147,47,0.47
C11992,100,71,-29,0.29
C11993,100,84,-16,0.16
C11994,100,116,16,0.16
C11995,100,100,0,0.0
C11996,100,100,0,0.0
C11997,100,76,-24,0.24
C11998,100,123,23,0.23
C11999,100,100,0,0.0
C12000,100,49,-51,0.51
C12001,100,151,51,0.51
C12002,100,68,-32,0.32
C12003,100,83,-17,0.17
C12006,100,100,0,0.0
C12007,100,100,0,0.0
C12008,100,100,0,0.0
C12009,100,100,0,0.0
C12011,100,100,0,0.0
C12012,100,100,0,0.0
C12013,100,100,0,0.0
C12014,100,100,0,0.0
C12016,100,101,1,0.01
C12017,100,100,0,0.0
C12018,100,100,0,0.0
C12019,100,100,0,0.0
C12020,100,100,0,0.0
C12021,100,100,0,0.0
C12022,100,100,0,0.0
C12023,100,100,0,0.0
C12024,100,100,0,0.0
C12025,100,100,0,0.0
C12026,100,86,-14,0.14
C12027,100,100,0,0.0
C12029,100,100,0,0.0
C12030,100,100,0,0.0
C12033,100,100,0,0.0
C12034,100,100,0,0.0
C12035,100,100,0,0.0
C12036,100,100,0,0.0
C12037,100,100,0,0.0
C12038,100,100,0,0.0
C12039,100,100,0,0.0
C12040,100,100,0,0.0
C12041,100,100,0,0.0
C12042,100,100,0,0.0
C12043,100,100,0,0.0
C12044,100,20,-80,0.8
C12045,100,100,0,0.0
C12047,100,100,0,0.0
C12048,100,100,0,0.0
C12049,100,100,0,0.0
C12050,100,100,0,0.0
C12051,100,100,0,0.0
C12052,100,100,0,0.0
C12053,100,100,0,0.0
C12054,100,100,0,0.0
C12055,100,100,0,0.0
C12057,100,100,0,0.0
C12058,100,100,0,0.0
C12059,100,100,0,0.0
C12062,100,100,0,0.0
C12063,100,100,0,0.0
C12064,100,100,0,0.0
C12065,100,100,0,0.0
C12066,100,100,0,0.0
C12067,100,100,0,0.0
C12068,100,100,0,0.0
C12069,100,100,0,0.0
C12070,100,100,0,0.0
C12072,100,100,0,0.0
C12073,100,100,0,0.0
C12075,100,100,0,0.0
C12076,100,100,0,0.0
C12077,100,149,49,0.49
C12078,100,100,0,0.0
C12079,100,100,0,0.0
C12080,100,100,0,0.0
C12081,100,100,0,0.0
C12082,100,100,0,0.0
C12085,100,100,0,0.0
C12087,100,100,0,0.0
C12088,100,101,1,0.01
C12089,100,100,0,0.0
C12090,100,100,0,0.0
C12092,100,99,-1,0.01
C12093,100,0,-100,1.0
C12095,100,107,7,0.07
C12096,100,106,6,0.06
C12098,100,100,0,0.0
C12099,100,100,0,0.0
C12100,100,100,0,0.0
C12101,100,100,0,0.0
C12102,100,100,0,0.0
C12103,100,100,0,0.0
C12104,100,100,0,0.0
C12105,100,100,0,0.0
C12106,100,67,-33,0.33
C12107,100,133,33,0.33
C12108,100,107,7,0.07
C12109,100,105,5,0.05
C12110,100,100,0,0.0
C12111,100,100,0,0.0
C12112,100,101,1,0.01
C12113,100,100,0,0.0
C12114,100,100,0,0.0
C12115,100,172,72,0.72
C12116,100,100,0,0.0
C12117,100,100,0,0.0
C12118,100,100,0,0.0
C12119,100,100,0,0.0
C12120,100,100,0,0.0
C12121,100,100,0,0.0
C12122,100,100,0,0.0
C12123,100,102,2,0.02
C12124,100,118,18,0.18
C12125,100,100,0,0.0
C12126,100,92,-8,0.08
C12127,100,154,54,0.54
C12128,100,91,-9,0.09
C12129,100,100,0,0.0
C12130,100,100,0,0.0
C12131,100,100,0,0.0
C12132,100,100,0,0.0
C12133,100,100,0,0.0
C12134,100,100,0,0.0
C12135,100,57,-43,0.43
C12136,100,91,-9,0.09
C12137,100,0,-100,1.0
C12138,100,0,-100,1.0
C12139,100,113,13,0.13
C12140,100,114,14,0.14
C12141,100,119,19,0.19
C12142,100,101,1,0.01
C12143,100,100,0,0.0
C12144,100,64,-36,0.36
C12145,100,137,37,0.37
C12146,100,53,-47,0.47
C12147,100,51,-49,0.49
C12148,100,100,0,0.0
C12149,100,100,0,0.0
C12150,100,100,0,0.0
C12151,100,100,0,0.0
C12152,100,100,0,0.0
C12153,100,100,0,0.0
C12154,100,100,0,0.0
C12156,100,100,0,0.0
C12157,100,100,0,0.0
C12158,100,100,0,0.0
C12159,100,100,0,0.0
C12160,100,100,0,0.0
C12161,100,100,0,0.0
C12162,100,150,50,0.5
C12163,100,100,0,0.0
C12164,100,100,0,0.0
C12165,100,100,0,0.0
C12166,100,100,0,0.0
C12167,100,100,0,0.0
C12168,100,100,0,0.0
C12169,100,100,0,0.0
C12170,100,100,0,0.0
C12171,100,100,0,0.0
C12172,100,100,0,0.0
C12173,100,140,40,0.4
C12174,100,100,0,0.0
C12176,100,0,-100,1.0
C12177,100,56,-44,0.44
C12178,100,100,0,0.0
C12179,100,100,0,0.0
C12180,100,103,3,0.03
C12181,100,100,0,0.0
C12182,100,100,0,0.0
C12183,100,100,0,0.0
C12184,100,100,0,0.0
C12185,100,100,0,0.0
C12186,100,100,0,0.0
C12187,100,100,0,0.0
C12188,100,100,0,0.0
C12189,100,100,0,0.0
C12190,100,100,0,0.0
C12191,100,100,0,0.0
C12192,100,100,0,0.0
C12193,100,107,7,0.07
C12194,100,100,0,0.0
C12195,100,100,0,0.0
C12196,100,100,0,0.0
C12197,100,100,0,0.0
C12198,100,100,0,0.0
C12199,100,100,0,0.0
C12200,100,100,0,0.0
C12201,100,100,0,0.0
C12202,100,100,0,0.0
C12203,100,70,-30,0.3
C12204,100,101,1,0.01
C12205,100,105,5,0.05
C12206,100,180,80,0.8
C12208,100,110,10,0.1
C12210,100,49,-51,0.51
C12211,100,0,-100,1.0
C12212,100,136,36,0.36
C12213,100,15,-85,0.85
C12214,100,114,14,0.14
C12215,100,122,22,0.22
C12216,100,100,0,0.0
C12217,100,100,0,0.0
C12218,100,100,0,0.0
C12219,100,100,0,0.0
C12220,100,100,0,0.0
C12221,100,100,0,0.0
C12222,100,100,0,0.0
C12223,100,100,0,0.0
C12224,100,100,0,0.0
C12225,100,100,0,0.0
C12226,100,100,0,0.0
C12227,100,100,0,0.0
C12228,100,100,0,0.0
C12229,100,100,0,0.0
C12230,100,100,0,0.0
C12231,100,112,12,0.12
C12232,100,100,0,0.0
C12233,100,100,0,0.0
C12234,100,100,0,0.0
C12235,100,100,0,0.0
C12236,100,100,0,0.0
C12237,100,100,0,0.0
C12238,100,100,0,0.0
C12239,100,100,0,0.0
C12240,100,100,0,0.0
C12241,100,100,0,0.0
C12242,100,100,0,0.0
C12243,100,100,0,0.0
C12244,100,100,0,0.0
C12245,100,100,0,0.0
C12246,100,103,3,0.03
C12247,100,90,-10,0.1
C12248,100,5,-95,0.95
C12249,100,93,-7,0.07
C12250,100,100,0,0.0
C12251,100,100,0,0.0
C12252,100,100,0,0.0
C12253,100,100,0,0.0
C12254,100,100,0,0.0
C12255,100,100,0,0.0
C12256,100,100,0,0.0
C12257,100,100,0,0.0
C12258,100,100,0,0.0
C12259,100,100,0,0.0
C12260,100,100,0,0.0
C12261,100,100,0,0.0
C12262,100,100,0,0.0
C12263,100,100,0,0.0
C12264,100,100,0,0.0
C12265,100,100,0,0.0
C12266,100,100,0,0.0
C12267,100,100,0,0.0
C12268,100,100,0,0.0
C12269,100,100,0,0.0
C12270,100,95,-5,0.05
C12271,100,100,0,0.0
C12272,100,100,0,0.0
C12276,100,100,0,0.0
C12277,100,100,0,0.0
C12278,100,100,0,0.0
C12280,100,100,0,0.0
C12282,100,100,0,0.0
C12284,100,100,0,0.0
C12285,100,100,0,0.0
C12286,100,100,0,0.0
C12287,100,100,0,0.0
C12288,100,100,0,0.0
C12289,100,100,0,0.0
C12290,100,100,0,0.0
C12292,100,100,0,0.0
C12293,100,100,0,0.0
C12294,100,100,0,0.0
C12295,100,100,0,0.0
C12296,100,82,-18,0.18
C12297,100,100,0,0.0
C12298,100,100,0,0.0
C12299,100,113,13,0.13
C12300,100,100,0,0.0
C12301,100,100,0,0.0
C12302,100,100,0,0.0
C12303,100,100,0,0.0
C12304,100,100,0,0.0
C12305,100,100,0,0.0
C12306,100,100,0,0.0
C12307,100,100,0,0.0
C12308,100,100,0,0.0
C12309,100,100,0,0.0
C12310,100,100,0,0.0
C12311,100,100,0,0.0
C12312,100,100,0,0.0
C12313,100,90,-10,0.1
C12314,100,100,0,0.0
C12316,100,100,0,0.0
C12317,100,46,-54,0.54
C12318,100,100,0,0.0
C12319,100,50,-50,0.5
C12320,100,60,-40,0.4
C12321,100,104,4,0.04
C12322,100,86,-14,0.14
C12323,100,121,21,0.21
C12324,100,101,1,0.01
C12325,100,114,14,0.14
C12326,100,100,0,0.0
C12327,100,100,0,0.0
C12328,100,100,0,0.0
C12329,100,100,0,0.0
C12330,100,100,0,0.0
C12331,100,100,0,0.0
C12332,100,100,0,0.0
C12333,100,100,0,0.0
C12334,100,100,0,0.0
C12335,100,100,0,0.0
C12336,100,100,0,0.0
C12337,100,100,0,0.0
C12338,100,100,0,0.0
C12339,100,100,0,0.0
C12340,100,100,0,0.0
C12341,100,100,0,0.0
C12342,100,100,0,0.0
C12343,100,100,0,0.0
C12344,100,100,0,0.0
C12345,100,100,0,0.0
C12346,100,100,0,0.0
C12347,100,124,24,0.24
C12348,100,50,-50,0.5
C12349,100,100,0,0.0
C12350,100,100,0,0.0
C12351,100,100,0,0.0
C12352,100,100,0,0.0
C12353,100,100,0,0.0
C12354,100,0,-100,1.0
C12355,100,56,-44,0.44
C12356,100,101,1,0.01
C12357,100,100,0,0.0
C12358,100,100,0,0.0
C12359,100,100,0,0.0
C12360,100,100,0,0.0
C12361,100,100,0,0.0
C12362,100,100,0,0.0
C12363,100,100,0,0.0
C12364,100,100,0,0.0
C12365,100,100,0,0.0
C12366,100,103,3,0.03
C12367,100,61,-39,0.39
C12368,100,0,-100,1.0
C12369,100,36,-64,0.64
C12371,100,57,-43,0.43
C12372,100,100,0,0.0
C12373,100,142,42,0.42
C12374,100,149,49,0.49
C12375,100,128,28,0.28
C12376,100,138,38,0.38
C12377,100,151,51,0.51
C12378,100,100,0,0.0
C12379,100,59,-41,0.41
C12380,100,143,43,0.43
C12381,100,100,0,0.0
C12382,100,100,0,0.0
C12383,100,83,-17,0.17
C12384,100,74,-26,0.26
C12385,100,96,-4,0.04
C12386,100,147,47,0.47
C12387,100,80,-20,0.2
C12388,100,119,19,0.19
C12389,100,153,53,0.53
C12390,100,90,-10,0.1
C12391,100,114,14,0.14
C12392,100,92,-8,0.08
C12393,100,109,9,0.09
C12394,100,142,42,0.42
C12395,100,151,51,0.51
C12396,100,19,-81,0.81
C12397,100,54,-46,0.46
C12398,100,83,-17,0.17
C12399,100,109,9,0.09
C12400,100,146,46,0.46
C12401,100,144,44,0.44
C12402,100,144,44,0.44
C12403,100,100,0,0.0
C12404,100,42,-58,0.58
C12405,100,101,1,0.01
C12406,100,123,23,0.23
C12407,100,120,20,0.2
C12408,100,106,6,0.06
C12409,100,114,14,0.14
C12410,100,54,-46,0.46
C12411,100,112,12,0.12
C12412,100,112,12,0.12
C12413,100,118,18,0.18
C12414,100,98,-2,0.02
C12415,100,0,-100,1.0
C12416,100,100,0,0.0
C12417,100,85,-15,0.15
C12418,100,142,42,0.42
C12419,100,141,41,0.41
C12420,100,137,37,0.37
C12421,100,100,0,0.0
C12422,100,51,-49,0.49
C12423,100,104,4,0.04
C12424,100,100,0,0.0
C12425,100,0,-100,1.0
C12426,100,132,32,0.32
C12427,100,67,-33,0.33
C12428,100,154,54,0.54
C12429,100,100,0,0.0
C12430,100,100,0,0.0
C12431,100,100,0,0.0
C12432,100,100,0,0.0
C12433,100,152,52,0.52
C12434,100,96,-4,0.04
C12435,100,154,54,0.54
C12436,100,14,-86,0.86
C12437,100,147,47,0.47
C12439,100,100,0,0.0
C12440,100,105,5,0.05
C12441,100,51,-49,0.49
C12442,100,93,-7,0.07
C12443,100,47,-53,0.53
C12444,100,53,-47,0.47
C12446,100,57,-43,0.43
C12447,100,0,-100,1.0
C12448,100,86,-14,0.14
C12449,100,140,40,0.4
C12450,100,102,2,0.02
C12451,100,100,0,0.0
C12453,100,114,14,0.14
C12454,100,145,45,0.45
C12455,100,48,-52,0.52
C12456,100,65,-35,0.35
C12457,100,99,-1,0.01
C12458,100,100,0,0.0
C12459,100,142,42,0.42
C12460,100,98,-2,0.02
C12461,100,99,-1,0.01
C12462,100,24,-76,0.76
C12463,100,99,-1,0.01
C12464,100,100,0,0.0
C12465,100,100,0,0.0
C12466,100,100,0,0.0
C12467,100,79,-21,0.21
C12468,100,88,-12,0.12
C12469,100,117,17,0.17
C12470,100,139,39,0.39
C12471,100,99,-1,0.01
C12472,100,145,45,0.45
C12473,100,63,-37,0.37
C12474,100,63,-37,0.37
C12475,100,138,38,0.38
C12476,100,92,-8,0.08
C12477,100,98,-2,0.02
C12478,100,100,0,0.0
C12479,100,100,0,0.0
C12480,100,58,-42,0.42
C12481,100,71,-29,0.29
C12483,100,1,-99,0.99
C12484,100,100,0,0.0
C12486,100,100,0,0.0
C12490,100,100,0,0.0
C12491,100,100,0,0.0
C12508,100,100,0,0.0
C12512,100,100,0,0.0
C12518,100,100,0,0.0
C12525,100,80,-20,0.2
C12531,100,100,0,0.0
C12538,100,100,0,0.0
C12539,100,100,0,0.0
C12540,100,100,0,0.0
C12552,100,100,0,0.0
C12554,100,100,0,0.0
C12557,100,100,0,0.0
C12560,100,100,0,0.0
C12564,100,100,0,0.0
C12567,100,100,0,0.0
C12568,100,100,0,0.0
C12569,100,100,0,0.0
C12574,100,100,0,0.0
C12590,100,100,0,0.0
C12599,100,100,0,0.0
C12600,100,100,0,0.0
C12603,100,100,0,0.0
C12609,100,100,0,0.0
C12616,100,100,0,0.0
C12621,100,139,39,0.39
C12622,100,89,-11,0.11
C12623,100,109,9,0.09
C12624,100,91,-9,0.09
C12625,100,103,3,0.03
C12626,100,103,3,0.03
C12627,100,111,11,0.11
C12628,100,139,39,0.39
C12629,100,100,0,0.0
C12630,100,108,8,0.08
C12631,100,48,-52,0.52
C12632,100,119,19,0.19
C12633,100,100,0,0.0
C12634,100,100,0,0.0
C12635,100,86,-14,0.14
C12636,100,114,14,0.14
C12637,100,105,5,0.05
C12638,100,103,3,0.03
C12639,100,101,1,0.01
C12640,100,133,33,0.33
C12641,100,101,1,0.01
C12642,100,99,-1,0.01
C12643,100,95,-5,0.05
C12644,100,111,11,0.11
C12645,100,101,1,0.01
C12646,100,100,0,0.0
C12647,100,102,2,0.02
C12649,100,100,0,0.0
C12650,100,84,-16,0.16
C12656,100,100,0,0.0
C12661,100,100,0,0.0
C12662,100,100,0,0.0
C12666,100,100,0,0.0
C12667,100,100,0,0.0
C12668,100,101,1,0.01
C12673,100,100,0,0.0
C12675,100,100,0,0.0
C12677,100,100,0,0.0
C12679,100,100,0,0.0
C12685,100,100,0,0.0
C12691,100,100,0,0.0
C12695,100,100,0,0.0
C12712,100,100,0,0.0
C12717,100,100,0,0.0
C12724,100,100,0,0.0
C12729,100,100,0,0.0
C12739,100,79,-21,0.21
C12750,100,100,0,0.0
C12753,100,100,0,0.0
C12755,100,100,0,0.0
C12766,100,100,0,0.0
C12767,100,100,0,0.0
C12768,100,100,0,0.0
C12786,100,100,0,0.0
C12796,100,100,0,0.0
C12798,100,100,0,0.0
C12811,100,100,0,0.0
C12814,100,100,0,0.0
C12819,100,100,0,0.0
C12829,100,100,0,0.0
C12831,100,117,17,0.17
C12832,100,84,-16,0.16
C12833,100,53,-47,0.47
C12834,100,126,26,0.26
C12835,100,85,-15,0.15
C12837,100,93,-7,0.07
C12838,100,148,48,0.48
C12839,100,100,0,0.0
C12842,100,100,0,0.0
C12849,100,100,0,0.0
C12853,100,100,0,0.0
C12859,100,100,0,0.0
C12862,100,100,0,0.0
C12864,100,100,0,0.0
C12865,100,100,0,0.0
C12869,100,100,0,0.0
C12871,100,100,0,0.0
C12876,100,100,0,0.0
C12886,100,100,0,0.0
C12888,100,100,0,0.0
C12889,100,100,0,0.0
C12891,100,100,0,0.0
C12893,100,100,0,0.0
C12896,100,100,0,0.0
C12915,100,100,0,0.0
C12919,100,100,0,0.0
C12933,100,100,0,0.0
C12935,100,100,0,0.0
C12937,100,100,0,0.0
C12942,100,100,0,0.0
C12946,100,100,0,0.0
C12948,100,100,0,0.0
C12954,100,100,0,0.0
C12958,100,100,0,0.0
C12959,100,100,0,0.0
C12962,100,100,0,0.0
C12967,100,100,0,0.0
C12978,100,100,0,0.0
C12979,100,100,0,0.0
C12981,100,100,0,0.0
C12986,100,100,0,0.0
C12987,100,100,0,0.0
C12988,100,100,0,0.0
C12989,100,100,0,0.0
C13008,100,100,0,0.0
C13014,100,100,0,0.0
C13016,100,100,0,0.0
C13024,100,100,0,0.0
C13031,100,100,0,0.0
C13034,100,100,0,0.0
C13037,100,100,0,0.0
C13038,100,100,0,0.0
C13044,100,100,0,0.0
C13048,100,100,0,0.0
C13050,100,92,-8,0.08
C13051,100,150,50,0.5
C13055,100,100,0,0.0
C13058,100,100,0,0.0
C13061,100,100,0,0.0
C13072,100,100,0,0.0
C13074,100,100,0,0.0
C13077,100,100,0,0.0
C13085,100,100,0,0.0
C13086,100,100,0,0.0
C13089,100,100,0,0.0
C13101,100,100,0,0.0
C13102,100,100,0,0.0
C13103,100,100,0,0.0
C14064,100,100,0,0.0
C13104,100,100,0,0.0
C13106,100,100,0,0.0
C13109,100,100,0,0.0
C13110,100,100,0,0.0
C13112,100,100,0,0.0
C13127,100,100,0,0.0
C13129,100,100,0,0.0
C13138,100,100,0,0.0
C13140,100,100,0,0.0
C13142,100,100,0,0.0
C13143,100,100,0,0.0
C13144,100,100,0,0.0
C13154,100,100,0,0.0
C13156,100,100,0,0.0
C13167,100,100,0,0.0
C13168,100,100,0,0.0
C13173,100,100,0,0.0
C13179,100,100,0,0.0
C13182,100,100,0,0.0
C13183,100,100,0,0.0
C13189,100,100,0,0.0
C13192,100,100,0,0.0
C13194,100,100,0,0.0
C13197,100,100,0,0.0
C13198,100,100,0,0.0
C13199,100,100,0,0.0
C13202,100,100,0,0.0
C13229,100,100,0,0.0
C13235,100,100,0,0.0
C13240,100,100,0,0.0
C13244,100,100,0,0.0
C13254,100,100,0,0.0
C13269,100,100,0,0.0
C13273,100,100,0,0.0
C13280,100,100,0,0.0
C13297,100,100,0,0.0
C13299,100,100,0,0.0
C13301,100,100,0,0.0
C13309,100,92,-8,0.08
C13310,100,100,0,0.0
C13311,100,100,0,0.0
C13326,100,100,0,0.0
C13334,100,100,0,0.0
C13342,100,100,0,0.0
C13355,100,100,0,0.0
C13358,100,100,0,0.0
C13373,100,100,0,0.0
C13376,100,100,0,0.0
C13377,100,100,0,0.0
C13378,100,105,5,0.05
C13391,100,100,0,0.0
C13392,100,100,0,0.0
C13400,100,100,0,0.0
C13403,100,100,0,0.0
C13409,100,100,0,0.0
C13410,100,100,0,0.0
C13414,100,100,0,0.0
C13415,100,100,0,0.0
C13416,100,100,0,0.0
C13422,100,100,0,0.0
C13424,100,100,0,0.0
C13425,100,128,28,0.28
C13426,100,100,0,0.0
C13427,100,100,0,0.0
C13429,100,100,0,0.0
C13431,100,196,96,0.96
C13433,100,77,-23,0.23
C13440,100,100,0,0.0
C13441,100,100,0,0.0
C13444,100,100,0,0.0
C13450,100,100,0,0.0
C13451,100,100,0,0.0
C13452,100,100,0,0.0
C13453,100,48,-52,0.52
C13454,100,83,-17,0.17
C13455,100,60,-40,0.4
C13478,100,100,0,0.0
C13482,100,100,0,0.0
C13487,100,100,0,0.0
C13493,100,100,0,0.0
C13494,100,100,0,0.0
C13500,100,100,0,0.0
C13503,100,100,0,0.0
C13505,100,100,0,0.0
C13508,100,139,39,0.39
C13511,100,100,0,0.0
C13515,100,100,0,0.0
C13522,100,100,0,0.0
C13523,100,100,0,0.0
C13524,100,100,0,0.0
C13526,100,100,0,0.0
C13534,100,100,0,0.0
C13540,100,100,0,0.0
C13542,100,100,0,0.0
C13546,100,100,0,0.0
C13547,100,100,0,0.0
C13548,100,100,0,0.0
C13550,100,101,1,0.01
C13553,100,100,0,0.0
C13554,100,100,0,0.0
C13556,100,100,0,0.0
C13558,100,100,0,0.0
C13563,100,100,0,0.0
C13569,100,100,0,0.0
C13587,100,100,0,0.0
C13588,100,100,0,0.0
C13591,100,100,0,0.0
C13610,100,100,0,0.0
C13612,100,100,0,0.0
C13613,100,100,0,0.0
C13619,100,100,0,0.0
C13620,100,67,-33,0.33
C13621,100,89,-11,0.11
C13623,100,99,-1,0.01
C13624,100,35,-65,0.65
C13625,100,138,38,0.38
C13626,100,85,-15,0.15
C13628,100,154,54,0.54
C13629,100,46,-54,0.54
C13630,100,100,0,0.0
C13631,100,55,-45,0.45
C13632,100,154,54,0.54
C13633,100,146,46,0.46
C13635,100,146,46,0.46
C13636,100,86,-14,0.14
C13637,100,98,-2,0.02
C13638,100,96,-4,0.04
C13639,100,100,0,0.0
C13645,100,330,230,2.3
C13646,100,100,0,0.0
C13650,100,100,0,0.0
C13651,100,100,0,0.0
C13652,100,100,0,0.0
C13660,100,100,0,0.0
C13662,100,100,0,0.0
C13664,100,100,0,0.0
C13665,100,100,0,0.0
C13666,100,100,0,0.0
C13667,100,100,0,0.0
C13668,100,100,0,0.0
C13670,100,100,0,0.0
C13671,100,100,0,0.0
C13672,100,100,0,0.0
C13673,100,100,0,0.0
C13674,100,100,0,0.0
C13675,100,100,0,0.0
C13676,100,100,0,0.0
C13677,100,100,0,0.0
C13678,100,100,0,0.0
C13679,100,100,0,0.0
C13680,100,100,0,0.0
C13681,100,100,0,0.0
C13682,100,100,0,0.0
C13683,100,100,0,0.0
C13687,100,100,0,0.0
C13688,100,100,0,0.0
C13689,100,100,0,0.0
C13690,100,100,0,0.0
C13691,100,100,0,0.0
C13692,100,100,0,0.0
C13693,100,100,0,0.0
C13694,100,100,0,0.0
C13695,100,100,0,0.0
C13696,100,100,0,0.0
C13697,100,100,0,0.0
C13698,100,100,0,0.0
C13699,100,100,0,0.0
C13700,100,100,0,0.0
C13701,100,100,0,0.0
C13702,100,100,0,0.0
C13703,100,100,0,0.0
C13704,100,100,0,0.0
C13705,100,100,0,0.0
C13706,100,100,0,0.0
C13707,100,100,0,0.0
C13708,100,100,0,0.0
C13709,100,100,0,0.0
C13710,100,100,0,0.0
C13711,100,100,0,0.0
C13712,100,179,79,0.79
C13713,100,151,51,0.51
C13714,100,100,0,0.0
C13715,100,100,0,0.0
C13716,100,100,0,0.0
C13717,100,100,0,0.0
C13718,100,100,0,0.0
C13720,100,100,0,0.0
C13721,100,100,0,0.0
C13722,100,100,0,0.0
C13723,100,100,0,0.0
C13724,100,100,0,0.0
C13725,100,100,0,0.0
C13726,100,100,0,0.0
C13727,100,100,0,0.0
C13728,100,100,0,0.0
C13729,100,100,0,0.0
C13730,100,100,0,0.0
C13731,100,100,0,0.0
C13732,100,100,0,0.0
C13734,100,100,0,0.0
C13735,100,100,0,0.0
C13736,100,100,0,0.0
C13737,100,100,0,0.0
C13738,100,100,0,0.0
C13739,100,100,0,0.0
C13740,100,100,0,0.0
C13741,100,100,0,0.0
C13744,100,100,0,0.0
C13745,100,100,0,0.0
C13746,100,100,0,0.0
C13747,100,0,-100,1.0
C13748,100,100,0,0.0
C13749,100,100,0,0.0
C13750,100,100,0,0.0
C13751,100,100,0,0.0
C13752,100,100,0,0.0
